,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp,Predicted High-Level Process,Encoded High-Level Process
357,Handling centred,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 20:45:41.500,Retrieval,0
358,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 20:52:06.000,Retrieval,0
359,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_1,Base,Case_01,2025-01-01 20:52:28.500,Retrieval,0
360,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 20:54:25.000,Retrieval,0
361,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 20:54:54.500,Retrieval,0
362,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 20:57:11.500,Retrieval,0
363,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_1,Base,Case_01,2025-01-01 20:57:33.500,Retrieval,0
364,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 20:58:37.500,Retrieval,0
365,Handling centred,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 20:58:58.000,Retrieval,0
366,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:04:56.000,Retrieval,0
367,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:05:58.000,Retrieval,0
368,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:09:45.500,Retrieval,0
369,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:11:22.000,Retrieval,0
370,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 21:14:52.000,Retrieval,0
371,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:16:22.500,Retrieval,0
372,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:17:12.500,Retrieval,0
373,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_1,Base,Case_01,2025-01-01 21:18:01.000,Retrieval,0
374,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 21:20:37.000,Retrieval,0
375,Handling centred,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:21:30.000,Retrieval,0
376,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:25:41.000,Retrieval,0
377,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_1,Base,Case_01,2025-01-01 21:26:13.500,Retrieval,0
378,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 21:26:51.500,Retrieval,0
379,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:27:53.000,Retrieval,0
380,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:33:55.000,Retrieval,0
381,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_1,Base,Case_01,2025-01-01 21:34:42.000,Retrieval,0
382,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 21:36:26.000,Retrieval,0
383,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:37:41.500,Retrieval,0
384,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:46:46.500,Retrieval,0
385,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_1,Base,Case_01,2025-01-01 21:47:20.500,Retrieval,0
386,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 21:52:28.500,Retrieval,0
387,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 21:53:10.000,Retrieval,0
388,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 21:56:44.500,Retrieval,0
389,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_1,Base,Case_01,2025-01-01 21:57:18.500,Retrieval,0
390,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-01 21:59:00.000,Retrieval,0
391,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-01 22:00:03.500,Retrieval,0
392,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-01 22:06:41.000,Retrieval,0
393,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_1,Base,Case_01,2025-01-01 22:07:42.000,Retrieval,0
394,Handling centred,Step,Cross aisle path,2-3,Retrieval,Packing,Transport to the packaging/sorting area,Subject_1,Cross aisle path,Case_01,2025-01-01 22:12:11.000,Retrieval,0
395,Push,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_1,Path,Case_01,2025-01-01 22:14:45.500,Retrieval,0
396,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_1,Packing/sorting area,Case_01,2025-01-01 22:15:49.500,Retrieval,0
397,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_1,Path,Case_01,2025-01-01 23:51:44.000,Retrieval,0
398,Push,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_1,Issuing/receiving area,Case_01,2025-01-01 23:54:35.500,Retrieval,0
399,Push,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Subject_1,Path,Case_01,2025-01-02 00:02:54.000,Retrieval,0
400,Push,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_1,Office,Case_01,2025-01-02 00:05:18.500,Retrieval,0
401,Pull,Gait Cycle,Path,Path (Office),Storage,Preparing order,Collecting packed cardboard boxes,Subject_1,Path,Case_01,2025-01-02 00:15:30.500,Storage,1
402,Push,Gait Cycle,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_1,Issuing/receiving area,Case_01,2025-01-02 00:19:23.000,Storage,1
403,Pull,Gait Cycle,Path,Path (Issuing area),Storage,Unpacking,Transport to the packaging/sorting area,Subject_1,Path,Case_01,2025-01-02 00:27:16.500,Storage,1
404,Push,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_1,Packing/sorting area,Case_01,2025-01-02 00:30:47.500,Storage,1
405,Push,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,Transport a cart to the base,Subject_1,Path,Case_01,2025-01-02 01:07:44.000,Storage,1
406,Push,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Transport a cart to the base,Subject_1,Cross aisle path,Case_01,2025-01-02 01:08:45.000,Storage,1
407,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 01:10:13.000,Storage,1
408,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 01:12:17.000,Storage,1
409,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_store time,Placing items on a rack,Subject_1,Aisle path,Case_01,2025-01-02 01:12:52.000,Storage,1
410,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:14:16.000,Storage,1
411,Handling centred,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 01:15:55.000,Storage,1
412,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 01:18:15.000,Storage,1
413,Handling centred,Step,Aisle path,2 front,Storage,Storing_store time,Placing items on a rack,Subject_1,Aisle path,Case_01,2025-01-02 01:18:44.500,Storage,1
414,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:19:45.500,Storage,1
415,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Sorting,Subject_1,Base,Case_01,2025-01-02 01:20:07.000,Storage,1
416,Handling upwards,Step,Cross aisle path,1-2,Storage,Storing_store time,Sorting,Subject_1,Cross aisle path,Case_01,2025-01-02 01:23:09.500,Storage,1
417,Handling centred,Step,Base,_,Storage,Storing_store time,Sorting,Subject_1,Base,Case_01,2025-01-02 01:24:00.500,Storage,1
418,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 01:27:59.500,Storage,1
419,Walking,Gait Cycle,Aisle path,5 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 01:29:13.000,Storage,1
420,Walking,Gait Cycle,Cross aisle path,4-5,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 01:34:37.000,Storage,1
421,Handling centred,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 01:35:05.500,Storage,1
422,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:36:26.500,Storage,1
423,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 01:37:16.500,Storage,1
424,Handling upwards,Step,Cross aisle path,1-2,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:39:21.500,Storage,1
425,Handling downwards,Step,Aisle path,4 front,Storage,Storing_store time,Placing items on a rack,Subject_1,Aisle path,Case_01,2025-01-02 01:40:37.000,Storage,1
426,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:43:11.000,Storage,1
427,Handling centred,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 01:44:01.000,Storage,1
428,Handling centred,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 01:45:16.500,Storage,1
429,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 01:46:20.500,Storage,1
430,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:47:46.500,Storage,1
431,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 01:48:39.000,Storage,1
432,Handling centred,Step,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 01:49:42.000,Storage,1
433,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 01:50:01.000,Storage,1
434,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:51:30.000,Storage,1
435,Handling centred,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 01:51:46.500,Storage,1
436,Handling centred,Step,Cross aisle path,2-3,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:53:41.000,Storage,1
437,Handling centred,Standing Still,Aisle path,3 front,Storage,Storing_store time,Placing items on a rack,Subject_1,Aisle path,Case_01,2025-01-02 01:54:21.500,Storage,1
438,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 01:58:18.500,Storage,1
439,Handling centred,Step,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 02:04:09.500,Storage,1
440,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 02:06:46.500,Storage,1
441,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_store time,Report and clarify the incident,Subject_1,Aisle path,Case_01,2025-01-02 02:07:11.000,Storage,1
442,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_store time,Report and clarify the incident,Subject_1,Cross aisle path,Case_01,2025-01-02 02:09:38.500,Storage,1
443,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_store time,Report and clarify the incident,Subject_1,Aisle path,Case_01,2025-01-02 02:10:15.000,Storage,1
444,Handling centred,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 02:40:41.000,Storage,1
445,Handling centred,Standing Still,Base,_,Storage,Storing_travel time,Move to next position,Subject_1,Base,Case_01,2025-01-02 02:44:42.000,Storage,1
446,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 02:46:35.500,Storage,1
447,Handling centred,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 02:47:35.000,Storage,1
448,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 02:48:41.500,Storage,1
449,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 02:49:28.500,Storage,1
450,Standing,Standing Still,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 02:51:54.000,Storage,1
451,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 02:52:27.000,Storage,1
452,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 02:53:11.000,Storage,1
453,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 02:53:30.500,Storage,1
454,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 02:54:50.500,Storage,1
455,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 02:55:06.000,Storage,1
456,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 02:56:32.000,Storage,1
457,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 02:56:52.500,Storage,1
458,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 02:58:57.000,Storage,1
459,Walking,Gait Cycle,Aisle path,4 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 03:00:15.500,Storage,1
460,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 03:03:18.500,Storage,1
461,Walking,Gait Cycle,Base,_,Storage,Storing_travel time,Move to a cart,Subject_1,Base,Case_01,2025-01-02 03:04:11.000,Storage,1
462,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 03:07:41.500,Storage,1
463,Handling downwards,Step,Aisle path,4 front,Storage,Storing_store time,Placing items on a rack,Subject_1,Aisle path,Case_01,2025-01-02 03:08:44.500,Storage,1
464,Walking,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Move to next position,Subject_1,Cross aisle path,Case_01,2025-01-02 03:10:08.500,Storage,1
465,Walking,Gait Cycle,Aisle path,3 front,Storage,Storing_travel time,Move to next position,Subject_1,Aisle path,Case_01,2025-01-02 03:10:34.000,Storage,1
466,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_1,Cross aisle path,Case_01,2025-01-02 03:27:03.000,Storage,1
467,Handling centred,Gait Cycle,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_1,Base,Case_01,2025-01-02 03:27:34.500,Storage,1
468,Standing,Step,Cross aisle path,2-3,Storage,Finalizing order,Returning hardware,Subject_1,Cross aisle path,Case_01,2025-01-02 03:28:39.000,Storage,1
469,Push,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning hardware,Subject_1,Path,Case_01,2025-01-02 03:30:46.500,Storage,1
470,Push,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_1,Office,Case_01,2025-01-02 03:31:06.000,Storage,1
471,Push,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_1,Path,Case_01,2025-01-02 03:37:38.500,Storage,1
472,Push,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_1,Cardboard box area,Case_01,2025-01-02 03:39:20.000,Storage,1
473,Push,Gait Cycle,Path,Path (Cardboard box area),Storage,Finalizing order,Returning cart,Subject_1,Path,Case_01,2025-01-02 03:42:34.000,Storage,1
474,Push,Gait Cycle,Cart area,_,Storage,Finalizing order,Returning cart,Subject_1,Cart area,Case_01,2025-01-02 03:43:47.500,Storage,1
475,Walking,Gait Cycle,Path,Path (Cart area),Storage,Finalizing order,Returning hardware,Subject_1,Path,Case_01,2025-01-02 03:45:19.000,Storage,1
476,Walking,Gait Cycle,Office,_,Storage,Finalizing order,Returning hardware,Subject_1,Office,Case_01,2025-01-02 03:46:50.000,Storage,1
477,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_2,Path,Case_01,2025-01-02 03:56:31.500,Retrieval,0
478,Walking,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_2,Cart area,Case_01,2025-01-02 03:58:41.000,Retrieval,0
479,Pull,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_2,Path,Case_01,2025-01-02 04:05:00.000,Retrieval,0
480,Pull,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_2,Cardboard box area,Case_01,2025-01-02 04:06:49.000,Retrieval,0
481,Pull,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Preparing order,Transport a cart to the base,Subject_2,Path,Case_01,2025-01-02 04:12:51.000,Retrieval,0
482,Pull,Gait Cycle,Cross aisle path,3-4,Retrieval,Preparing order,Transport a cart to the base,Subject_2,Cross aisle path,Case_01,2025-01-02 04:14:54.500,Retrieval,0
483,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 04:21:46.500,Retrieval,0
484,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Office,Case_01,2025-01-02 04:22:02.000,Retrieval,0
485,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 04:24:38.000,Retrieval,0
486,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 04:24:49.500,Retrieval,0
487,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 04:32:34.000,Retrieval,0
488,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 04:43:30.000,Retrieval,0
489,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 04:48:09.500,Retrieval,0
490,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 04:57:50.500,Retrieval,0
491,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 05:00:21.000,Retrieval,0
492,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 05:01:01.000,Retrieval,0
493,Handling centred,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 05:02:55.500,Retrieval,0
494,Standing,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 05:04:26.000,Retrieval,0
495,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 05:06:09.500,Retrieval,0
496,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 05:09:18.500,Retrieval,0
497,Handling centred,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 05:12:22.000,Retrieval,0
498,Standing,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Waiting,Subject_2,Cross aisle path,Case_01,2025-01-02 05:13:04.500,Retrieval,0
499,Handling upwards,Gait Cycle,Aisle path,2 front,Retrieval,Picking_pick time,Retrieval of items,Subject_2,Aisle path,Case_01,2025-01-02 05:16:54.500,Retrieval,0
500,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 05:17:43.500,Retrieval,0
501,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 05:20:27.500,Retrieval,0
502,Handling centred,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 05:22:15.500,Retrieval,0
503,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 05:23:50.500,Retrieval,0
504,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 05:26:42.000,Retrieval,0
505,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 05:29:59.500,Retrieval,0
506,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 05:32:13.000,Retrieval,0
507,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 05:32:56.000,Retrieval,0
508,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 05:33:19.500,Retrieval,0
509,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 05:36:36.000,Retrieval,0
510,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 05:38:48.000,Retrieval,0
511,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 05:39:19.500,Retrieval,0
512,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Office,Case_01,2025-01-02 05:39:41.500,Retrieval,0
513,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Path,Case_01,2025-01-02 05:48:07.500,Retrieval,0
514,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Cross aisle path,Case_01,2025-01-02 05:48:32.000,Retrieval,0
515,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_2,Aisle path,Case_01,2025-01-02 05:49:06.000,Retrieval,0
516,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 05:54:16.000,Retrieval,0
517,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 05:54:53.000,Retrieval,0
518,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_2,Cross aisle path,Case_01,2025-01-02 05:55:42.000,Retrieval,0
519,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_2,Aisle path,Case_01,2025-01-02 05:56:24.000,Retrieval,0
520,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_2,Cross aisle path,Case_01,2025-01-02 06:00:28.000,Retrieval,0
521,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_2,Base,Case_01,2025-01-02 06:01:02.000,Retrieval,0
