,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp
1860,Standing,Standing Still,Office,_,Retrieval,Preparing order,Waiting,Subject_6,Office,Case_01,2025-01-06 07:49:22.000
1861,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting cart,Subject_6,Path,Case_01,2025-01-06 07:54:31.000
1862,Walking,Gait Cycle,Cart area,_,Retrieval,Preparing order,Collecting cart,Subject_6,Cart area,Case_01,2025-01-06 07:56:35.500
1863,Push,Gait Cycle,Path,Path (Cart area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 07:58:18.000
1864,Standing,Step,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-06 08:01:17.000
1865,Push,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-06 08:03:15.000
1866,Push,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Cross aisle path,Case_01,2025-01-06 08:05:06.500
1867,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 08:09:34.500
1868,Handling centred,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 08:24:33.000
1869,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 08:25:44.500
1870,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 08:26:20.500
1871,Handling centred,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 08:27:07.000
1872,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 08:45:02.000
1873,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 08:46:49.000
1874,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 08:51:24.500
1875,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 08:52:10.000
1876,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 08:55:17.000
1877,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 08:57:38.500
1878,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 08:59:17.000
1879,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:00:19.500
1880,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:05:34.500
1881,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 09:06:00.500
1882,Handling centred,Standing Still,Cross aisle path,1-2,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:06:14.000
1883,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:07:14.500
1884,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:09:56.500
1885,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 09:10:27.000
1886,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 09:10:41.500
1887,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:10:46.500
1888,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:13:47.500
1889,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:15:50.500
1890,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:18:06.000
1891,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:20:52.000
1892,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:23:54.500
1893,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 09:24:23.500
1894,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 09:24:38.500
1895,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:25:37.000
1896,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:30:31.500
1897,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 09:31:28.500
1898,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 09:32:00.000
1899,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:32:51.500
1900,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:40:04.000
1901,Handling centred,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 09:41:54.000
1902,Handling centred,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 09:42:45.000
1903,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 09:43:40.500
1904,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 09:52:58.500
1905,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 09:54:27.500
1906,Standing,Step,Cross aisle path,1-2,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Cross aisle path,Case_01,2025-01-06 09:57:07.500
1907,Pull,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-06 09:58:51.500
1908,Pull,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Packing/sorting area,Case_01,2025-01-06 10:00:09.000
1909,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 10:02:29.000
1910,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 10:03:01.500
1911,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 10:06:43.000
1912,Handling centred,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Packing/sorting area,Case_01,2025-01-06 10:07:15.500
1913,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 10:14:49.500
1914,Walking,Gait Cycle,Cardboard box area,_,Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-06 10:15:32.000
1915,Walking,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 10:16:50.000
1916,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Packing/sorting area,Case_01,2025-01-06 10:17:39.000
1917,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 10:22:38.500
1918,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 10:23:09.000
1919,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 10:24:58.000
1920,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Packing/sorting area,Case_01,2025-01-06 10:25:07.500
1921,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Path,Case_01,2025-01-06 11:35:57.000
1922,Handling centred,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Issuing/receiving area,Case_01,2025-01-06 11:38:45.000
1923,Handling centred,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Subject_6,Path,Case_01,2025-01-06 11:41:59.500
1924,Pull,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_6,Office,Case_01,2025-01-06 11:46:16.000
1925,Pull,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting order and hardware,Subject_6,Path,Case_01,2025-01-06 11:51:42.000
1926,Handling centred,Gait Cycle,Office,_,Retrieval,Preparing order,Collecting order and hardware,Subject_6,Office,Case_01,2025-01-06 11:52:24.000
1927,Pull,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-06 11:55:00.000
1928,Pull,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Cross aisle path,Case_01,2025-01-06 11:55:24.000
1929,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 12:01:27.500
1930,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 12:11:29.000
1931,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 12:15:27.000
1932,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_pick time,Retrieval of items,Subject_6,Cross aisle path,Case_01,2025-01-06 12:18:31.000
1933,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_pick time,Retrieval of items,Subject_6,Aisle path,Case_01,2025-01-06 12:20:02.000
1934,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 12:31:24.000
1935,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 12:34:11.000
1936,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 12:43:55.500
1937,Standing,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 12:45:08.000
1938,Handling centred,,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 12:48:16.000
1939,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 12:48:45.500
1940,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 12:54:33.000
1941,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 12:54:57.500
1942,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 12:57:39.000
1943,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 12:58:25.000
1944,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:11:04.000
1945,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_6,Base,Case_01,2025-01-06 13:11:30.500
1946,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:11:56.000
1947,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 13:12:46.500
1948,Standing,Step,Cross aisle path,1-2,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:13:05.500
1949,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 13:14:59.500
1950,Walking,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 13:15:15.000
1951,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 13:20:51.500
1952,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 13:21:05.000
1953,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 13:21:31.000
1954,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:23:05.000
1955,Handling upwards,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 13:25:32.000
1956,Handling upwards,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 13:27:55.500
1957,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 13:28:57.500
1958,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:34:36.500
1959,Standing,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 13:35:40.000
1960,Handling centred,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 13:36:02.500
1961,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 13:38:10.000
1962,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:43:40.500
1963,Handling upwards,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 13:44:56.500
1964,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 13:47:18.500
1965,Handling downwards,Step,Aisle path,4 front,Retrieval,Picking_pick time,Retrieval of items,Subject_6,Aisle path,Case_01,2025-01-06 13:48:16.500
1966,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 13:56:11.000
1967,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 13:57:28.000
1968,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 13:59:54.500
1969,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 14:01:45.000
1970,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 14:08:58.500
1971,Handling centred,Step,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 14:10:47.000
1972,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Cross aisle path,Case_01,2025-01-06 14:11:40.500
1973,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Aisle path,Case_01,2025-01-06 14:14:33.000
1974,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Cross aisle path,Case_01,2025-01-06 14:15:56.500
1975,Push,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Path,Case_01,2025-01-06 14:18:04.500
1976,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_6,Packing/sorting area,Case_01,2025-01-06 14:18:57.000
1977,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 14:21:39.500
1978,Walking,Gait Cycle,Cart area,_,Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Cart area,Case_01,2025-01-06 14:22:48.500
1979,Walking,Gait Cycle,Path,Path (Cart area),Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 14:24:52.500
1980,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Collecting empty cardboard boxes,Subject_6,Packing/sorting area,Case_01,2025-01-06 14:26:06.500
1981,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 14:32:49.000
1982,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 14:33:16.500
1983,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 14:36:16.500
1984,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Packing/sorting area,Case_01,2025-01-06 14:36:43.000
1985,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 14:46:46.000
1986,Walking,Gait Cycle,Office,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 14:47:16.500
1987,Walking,Gait Cycle,Path,Path (Office),Retrieval,Packing,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 14:49:32.000
1988,Walking,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Report and clarify the incident,Subject_6,Packing/sorting area,Case_01,2025-01-06 14:49:58.000
1989,Pull,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Path,Case_01,2025-01-06 16:51:09.000
1990,Handling centred,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_6,Issuing/receiving area,Case_01,2025-01-06 16:54:30.500
1991,Push,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,Subject_6,Path,Case_01,2025-01-06 17:01:56.000
1992,Push,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_6,Office,Case_01,2025-01-06 17:04:46.500
1993,Pull,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_6,Path,Case_01,2025-01-06 17:26:55.000
1994,Handling centred,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_6,Cardboard box area,Case_01,2025-01-06 17:29:26.000
1995,Push,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Path,Case_01,2025-01-06 17:34:05.000
1996,Handling centred,Standing Still,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Cross aisle path,Case_01,2025-01-06 17:36:03.000
1997,Push,Gait Cycle,Base,_,Retrieval,Picking_travel time,Transport a cart to the base,Subject_6,Base,Case_01,2025-01-06 17:37:09.500
1998,Standing,Standing Still,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 17:37:38.500
1999,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:41:13.500
2000,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:55:19.000
2001,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 17:56:34.500
2002,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 17:58:14.000
2003,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:01:59.000
2004,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:05:44.500
2005,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:09:32.000
2006,Tick off / confirm,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:15:59.000
2007,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:18:57.000
2008,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:21:42.500
2009,Tick off / confirm,Gait Cycle,Aisle path,2 front,Retrieval,Picking_pick time,Retrieval of items,Subject_6,Aisle path,Case_01,2025-01-06 18:28:22.000
2010,Tick off / confirm,Standing Still,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:28:56.000
2011,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:32:09.500
2012,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:34:56.500
2013,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:40:05.000
2014,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:41:47.500
2015,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:45:16.000
2016,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 18:48:38.500
2017,Handling centred,Standing Still,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 18:50:17.000
2018,Handling centred,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 18:50:32.500
2019,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 18:53:15.500
2020,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Cross aisle path,Case_01,2025-01-06 18:57:48.000
2021,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 18:59:34.000
2022,Handling centred,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Office,Case_01,2025-01-06 18:59:49.000
2023,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Path,Case_01,2025-01-06 19:03:19.000
2024,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Cross aisle path,Case_01,2025-01-06 19:03:27.500
2025,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_6,Aisle path,Case_01,2025-01-06 19:03:51.500
2026,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 19:06:49.000
2027,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 19:09:59.000
2028,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 19:12:09.500
2029,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_6,Base,Case_01,2025-01-06 19:13:22.500
2030,Handling centred,Step,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_6,Cross aisle path,Case_01,2025-01-06 19:13:43.500
2031,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 19:16:29.500
2032,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 19:18:31.500
2033,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_6,Aisle path,Case_01,2025-01-06 19:25:13.000
2034,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_6,Cross aisle path,Case_01,2025-01-06 19:28:09.000
