,Activity,Pose - Legs,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,org:resource,concept:name,case:concept:name,time:timestamp,Predicted High-Level Process,Encoded High-Level Process
1665,Handling centred,Standing Still,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 16:21:35.000,Retrieval,0
1666,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 16:22:24.500,Retrieval,0
1667,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 16:28:22.000,Retrieval,0
1668,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 16:30:36.500,Retrieval,0
1669,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 16:35:29.500,Retrieval,0
1670,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 16:37:03.500,Retrieval,0
1671,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 16:50:33.500,Retrieval,0
1672,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 16:52:37.000,Retrieval,0
1673,Walking,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 16:59:02.000,Retrieval,0
1674,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:01:21.000,Retrieval,0
1675,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:05:05.000,Retrieval,0
1676,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 17:05:52.000,Retrieval,0
1677,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:06:35.000,Retrieval,0
1678,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:07:14.500,Retrieval,0
1679,Standing,Standing Still,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:12:53.000,Retrieval,0
1680,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 17:13:28.500,Retrieval,0
1681,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:14:17.500,Retrieval,0
1682,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:15:06.500,Retrieval,0
1683,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:25:51.000,Retrieval,0
1684,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 17:26:23.500,Retrieval,0
1685,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:27:11.500,Retrieval,0
1686,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:27:52.500,Retrieval,0
1687,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:34:51.500,Retrieval,0
1688,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 17:35:23.500,Retrieval,0
1689,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:36:19.500,Retrieval,0
1690,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:37:29.000,Retrieval,0
1691,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:40:47.500,Retrieval,0
1692,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 17:41:33.000,Retrieval,0
1693,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:42:35.000,Retrieval,0
1694,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:43:46.000,Retrieval,0
1695,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:45:47.000,Retrieval,0
1696,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 17:46:30.000,Retrieval,0
1697,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:47:23.500,Retrieval,0
1698,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:48:26.000,Retrieval,0
1699,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 17:53:24.000,Retrieval,0
1700,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 17:54:09.500,Retrieval,0
1701,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 17:55:10.000,Retrieval,0
1702,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 17:55:59.000,Retrieval,0
1703,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 18:01:41.000,Retrieval,0
1704,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 18:02:27.000,Retrieval,0
1705,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 18:03:25.500,Retrieval,0
1706,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 18:04:55.500,Retrieval,0
1707,Walking,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 18:19:21.500,Retrieval,0
1708,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 18:21:11.000,Retrieval,0
1709,Push,Gait Cycle,Cross aisle path,1-2,Retrieval,Packing,Transport to the packaging/sorting area,Subject_5,Cross aisle path,Case_01,2025-01-05 18:21:59.000,Retrieval,0
1710,Push,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_5,Path,Case_01,2025-01-05 18:23:29.500,Retrieval,0
1711,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_5,Packing/sorting area,Case_01,2025-01-05 18:24:15.000,Retrieval,0
1712,Push,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_5,Path,Case_01,2025-01-05 19:45:14.000,Retrieval,0
1713,Push,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_5,Issuing/receiving area,Case_01,2025-01-05 19:47:47.000,Retrieval,0
1714,Push,Gait Cycle,Path,Path (Issuing area),Retrieval,Preparing order,Collecting order and hardware,Subject_5,Path,Case_01,2025-01-05 19:50:45.000,Retrieval,0
1715,Push,Gait Cycle,Office,_,Retrieval,Preparing order,Collecting order and hardware,Subject_5,Office,Case_01,2025-01-05 19:53:21.000,Retrieval,0
1716,Push,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Transport a cart to the base,Subject_5,Path,Case_01,2025-01-05 20:47:34.500,Storage,0
1717,Push,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Transport a cart to the base,Subject_5,Cross aisle path,Case_01,2025-01-05 20:47:57.000,Storage,0
1718,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 20:49:46.500,Storage,0
1719,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Cross aisle path,Case_01,2025-01-05 21:00:44.500,Storage,0
1720,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Path,Case_01,2025-01-05 21:03:31.500,Storage,0
1721,Handling centred,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Office,Case_01,2025-01-05 21:03:47.000,Storage,0
1722,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Path,Case_01,2025-01-05 21:07:12.000,Storage,0
1723,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Cross aisle path,Case_01,2025-01-05 21:07:32.500,Storage,0
1724,Walking,Gait Cycle,Path,Path (Office),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Path,Case_01,2025-01-05 21:08:22.000,Storage,0
1725,Walking,Gait Cycle,Cardboard box area,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Cardboard box area,Case_01,2025-01-05 21:09:46.000,Storage,0
1726,Walking,Gait Cycle,Path,Path (Cardboard box area),Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Path,Case_01,2025-01-05 21:10:48.500,Storage,0
1727,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Cross aisle path,Case_01,2025-01-05 21:12:14.500,Storage,0
1728,Walking,Gait Cycle,Base,_,Retrieval,Preparing order,Collecting empty cardboard boxes,Subject_5,Base,Case_01,2025-01-05 21:12:35.000,Storage,0
1729,Standing,Step,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 21:17:59.500,Storage,0
1730,Scan,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to next position,Subject_5,Base,Case_01,2025-01-05 21:24:09.000,Storage,0
1731,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 21:26:04.500,Storage,0
1732,Walking,Gait Cycle,Aisle path,1 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 21:26:50.500,Storage,0
1733,Handling centred,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 21:32:27.500,Storage,0
1734,Handling upwards,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 21:38:54.500,Storage,0
1735,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 21:43:44.500,Storage,0
1736,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 21:44:17.500,Storage,0
1737,Tick off / confirm,Gait Cycle,Cross aisle path,1-2,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 21:48:44.000,Storage,0
1738,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 21:49:47.000,Storage,0
1739,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 21:52:02.500,Storage,0
1740,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 21:52:55.000,Storage,0
1741,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 21:59:22.000,Storage,0
1742,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:03:17.000,Storage,0
1743,Tick off / confirm,Step,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 22:05:48.500,Storage,0
1744,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 22:06:40.500,Storage,0
1745,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 22:08:04.500,Storage,0
1746,Walking,Gait Cycle,Aisle path,2 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:09:20.000,Storage,0
1747,Handling centred,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 22:11:37.000,Storage,0
1748,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 22:11:58.000,Storage,0
1749,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 22:13:44.500,Storage,0
1750,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:14:20.500,Storage,0
1751,Tick off / confirm,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 22:18:18.000,Storage,0
1752,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:21:42.500,Storage,0
1753,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 22:25:37.500,Storage,0
1754,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 22:26:08.000,Storage,0
1755,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 22:26:44.500,Storage,0
1756,Tick off / confirm,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:27:22.000,Storage,0
1757,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 22:29:48.000,Storage,0
1758,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:30:41.000,Storage,0
1759,Handling centred,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Cross aisle path,Case_01,2025-01-05 22:36:57.000,Storage,0
1760,Handling centred,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Path,Case_01,2025-01-05 22:37:21.500,Storage,0
1761,Handling centred,Gait Cycle,Office,_,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Office,Case_01,2025-01-05 22:37:36.000,Storage,0
1762,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Path,Case_01,2025-01-05 22:43:09.000,Storage,0
1763,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Cross aisle path,Case_01,2025-01-05 22:43:16.000,Storage,0
1764,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Report and clarify the incident,Subject_5,Aisle path,Case_01,2025-01-05 22:43:43.500,Storage,0
1765,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 22:46:22.000,Storage,0
1766,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_pick time,Place cardboard box/item in a cart,Subject_5,Base,Case_01,2025-01-05 22:47:45.500,Storage,0
1767,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 22:49:16.000,Storage,0
1768,Walking,Gait Cycle,Aisle path,3 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:49:49.000,Storage,0
1769,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 22:53:05.000,Storage,0
1770,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 22:54:23.000,Storage,0
1771,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 22:56:07.000,Storage,0
1772,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 22:56:57.500,Storage,0
1773,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 23:01:39.500,Storage,0
1774,Handling centred,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 23:03:00.000,Storage,0
1775,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 23:06:04.500,Storage,0
1776,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 23:06:57.000,Storage,0
1777,Tick off / confirm,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 23:10:30.000,Storage,0
1778,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 23:11:42.500,Storage,0
1779,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 23:13:53.000,Storage,0
1780,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 23:14:47.000,Storage,0
1781,Handling centred,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 23:18:14.000,Storage,0
1782,Walking,Gait Cycle,Path,Path (Office),Retrieval,Picking_travel time,Move to a cart,Subject_5,Path,Case_01,2025-01-05 23:19:17.000,Storage,0
1783,Walking,Gait Cycle,Cross aisle path,3-4,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 23:20:18.000,Storage,0
1784,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 23:20:36.000,Storage,0
1785,Handling centred,Standing Still,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 23:21:35.000,Storage,0
1786,Walking,Gait Cycle,Aisle path,4 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 23:23:24.500,Storage,0
1787,Tick off / confirm,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 23:25:37.500,Storage,0
1788,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 23:27:18.000,Storage,0
1789,Walking,Gait Cycle,Cross aisle path,2-3,Retrieval,Picking_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-05 23:28:54.500,Storage,0
1790,Walking,Gait Cycle,Aisle path,5 front,Retrieval,Picking_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-05 23:30:29.000,Storage,0
1791,Tick off / confirm,Gait Cycle,Cross aisle path,4-5,Retrieval,Picking_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-05 23:33:36.000,Storage,0
1792,Walking,Gait Cycle,Base,_,Retrieval,Picking_travel time,Move to a cart,Subject_5,Base,Case_01,2025-01-05 23:35:04.500,Storage,0
1793,Pull,Gait Cycle,Cross aisle path,2-3,Retrieval,Packing,Transport to the packaging/sorting area,Subject_5,Cross aisle path,Case_01,2025-01-05 23:37:23.500,Storage,0
1794,Push,Gait Cycle,Path,Path (Office),Retrieval,Packing,Transport to the packaging/sorting area,Subject_5,Path,Case_01,2025-01-05 23:39:12.000,Storage,0
1795,Push,Gait Cycle,Packing/sorting area,_,Retrieval,Packing,Transport to the packaging/sorting area,Subject_5,Packing/sorting area,Case_01,2025-01-05 23:53:58.500,Storage,0
1796,Push,Gait Cycle,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_5,Path,Case_01,2025-01-06 01:07:04.000,Storage,0
1797,Push,Gait Cycle,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,Subject_5,Issuing/receiving area,Case_01,2025-01-06 01:10:45.500,Storage,0
1798,Pull,Gait Cycle,Path,Path (Issuing area),Retrieval,Finalizing order,Returning cart,Subject_5,Path,Case_01,2025-01-06 01:13:19.500,Storage,0
1799,Push,Gait Cycle,Cart area,_,Retrieval,Finalizing order,Returning cart,Subject_5,Cart area,Case_01,2025-01-06 01:16:45.000,Storage,0
1800,Walking,Gait Cycle,Path,Path (Cart area),Retrieval,Finalizing order,Returning hardware,Subject_5,Path,Case_01,2025-01-06 01:17:13.500,Storage,0
1801,Walking,Gait Cycle,Office,_,Retrieval,Finalizing order,Returning hardware,Subject_5,Office,Case_01,2025-01-06 01:19:00.500,Storage,0
1802,Walking,Gait Cycle,Path,Path (Office),Storage,Preparing order,Collecting cart,Subject_5,Path,Case_01,2025-01-06 01:31:48.000,Retrieval,1
1803,Handling centred,Gait Cycle,Cart area,_,Storage,Preparing order,Collecting cart,Subject_5,Cart area,Case_01,2025-01-06 01:33:37.500,Retrieval,1
1804,Push,Gait Cycle,Path,Path (Cart area),Storage,Preparing order,Collecting packed cardboard boxes,Subject_5,Path,Case_01,2025-01-06 01:35:03.500,Retrieval,1
1805,Push,Gait Cycle,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,Subject_5,Issuing/receiving area,Case_01,2025-01-06 01:37:19.000,Retrieval,1
1806,Push,Gait Cycle,Path,Path (Issuing area),Storage,Unpacking,Transport to the packaging/sorting area,Subject_5,Path,Case_01,2025-01-06 01:45:56.500,Retrieval,1
1807,Push,Gait Cycle,Packing/sorting area,_,Storage,Unpacking,Transport to the packaging/sorting area,Subject_5,Packing/sorting area,Case_01,2025-01-06 01:48:14.500,Retrieval,1
1808,Walking,Gait Cycle,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,Subject_5,Path,Case_01,2025-01-06 03:46:44.500,Retrieval,1
1809,Walking,Gait Cycle,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,Subject_5,Cardboard box area,Case_01,2025-01-06 03:47:40.500,Retrieval,1
1810,Walking,Gait Cycle,Path,Path (Cardboard box area),Storage,Storing_travel time,Transport a cart to the base,Subject_5,Path,Case_01,2025-01-06 03:50:25.000,Retrieval,1
1811,Walking,Gait Cycle,Packing/sorting area,_,Storage,Storing_travel time,Transport a cart to the base,Subject_5,Packing/sorting area,Case_01,2025-01-06 03:51:39.000,Retrieval,1
1812,Handling centred,Gait Cycle,Path,Path (Office),Storage,Storing_travel time,ANOTHER LOW-LEVEL PROCESS,Subject_5,Path,Case_01,2025-01-06 03:55:21.500,Retrieval,1
1813,Push,Gait Cycle,Cross aisle path,3-4,Storage,Storing_travel time,Transport a cart to the base,Subject_5,Cross aisle path,Case_01,2025-01-06 04:00:09.500,Retrieval,1
1814,Handling centred,Gait Cycle,Aisle path,2 front,Storage,Storing_store time,Placing items on a rack,Subject_5,Aisle path,Case_01,2025-01-06 04:02:10.500,Retrieval,1
1815,Handling centred,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-06 04:02:48.000,Retrieval,1
1816,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-06 04:03:45.500,Retrieval,1
1817,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-06 04:05:40.500,Retrieval,1
1818,Handling upwards,Standing Still,Base,_,Storage,Storing_store time,Remove cardboard box/item from the cart,Subject_5,Base,Case_01,2025-01-06 04:11:48.500,Retrieval,1
1819,Handling upwards,Standing Still,Cross aisle path,2-3,Storage,Storing_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-06 04:13:26.500,Retrieval,1
1820,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-06 04:14:32.000,Retrieval,1
1821,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to next position,Subject_5,Cross aisle path,Case_01,2025-01-06 04:31:50.000,Retrieval,1
1822,Walking,Gait Cycle,Aisle path,1 front,Storage,Storing_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-06 04:34:04.500,Retrieval,1
1823,Walking,Gait Cycle,Cross aisle path,1-2,Storage,Storing_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-06 04:51:17.000,Retrieval,1
1824,Walking,Gait Cycle,Aisle path,2 front,Storage,Storing_travel time,Move to next position,Subject_5,Aisle path,Case_01,2025-01-06 04:54:34.500,Retrieval,1
1825,Walking,Gait Cycle,Cross aisle path,2-3,Storage,Storing_travel time,Move to a cart,Subject_5,Cross aisle path,Case_01,2025-01-06 05:00:58.000,Retrieval,1
